Entity,average_probability,high_probability,low_probability,std_dev_probability
County Kilkenny,0.001091130410284619,0.008085254228312,9.91279427462713e-07,0.0025036648821270117
Court records,0.007364341022367547,0.038126813166798,3.478438554586948e-05,0.014792707326766437
Creative Writing,0.00310672466671736,0.0156538714606038,0.0003557059613056,0.004585082280213414
Creative alternatives like Dvorak and more recently Swype still,6.816114495524756e-41,6.8000384176481404e-40,2.631873058535152e-49,2.1497999646447525e-40
"Creswell, Munsell, Fultz & Zirbel",1.6939089066120856e-46,1.2431826600725695e-45,4.5144505123444885e-50,3.848868035516376e-46
Critiques of Human Rights Philosophers who have criticized the concept of human rights,7.35927549881171e-23,6.433621636491267e-22,1.5880338256002972e-31,2.0198485007447888e-22
Crown Prince Qi,1.0629822175008373e-09,5.959980232851321e-09,3.7848530162078365e-11,1.9672130432335737e-09
Crude futures,1.21016535341754e-06,6.15792913631082e-06,6.659101457931901e-09,2.0385585747061495e-06
Culver et al.,1.852907781834028e-11,1.1612668774703626e-10,1.2950714744537202e-12,3.510094054446215e-11
Cyrenaica,9.68427952516113e-12,6.251737045511152e-11,7.119610228819354e-14,1.9554677448950473e-11
Czechoslovakia,0.37654259649934824,0.9648160934448242,0.0001036133398883,0.462212028897174
D'Amour,2.89912710830571e-05,0.0002662396575535,3.8008522745858415e-08,8.34221305100468e-05
Dante Gabriel Rossetti,2.4990549193123702e-11,6.714525345709298e-11,1.4296368352417565e-12,2.127299947516827e-11
Dave Albo,6.655580269305017e-10,2.120640060934377e-09,3.845194873963763e-12,7.343963912875154e-10
David Jenkins,2.0697219106936847e-05,5.351227656155092e-05,2.866059489148981e-06,1.3030967175897538e-05
De Pedis,2.1845804667854118e-10,1.2675488621085247e-09,1.917914690329382e-12,3.894445181751226e-10
DeLay's wife,1.4504108942339568e-09,6.708451484057234e-09,2.62970100554326e-12,2.063229108811086e-09
December,0.06689182808622715,0.1817228645086288,0.0026318710297346,0.05923931140408765
December of the same year,3.3819795672794974e-05,0.0002100700727883,4.553244980413738e-09,6.992773315414304e-05
December of this year,3.6518428176438837e-06,1.930173722113777e-05,3.637681759656571e-09,6.2986619040739775e-06
Deloitte,2.3536189200300012e-11,9.060955952886265e-11,2.975517840249315e-15,3.66133261264765e-11
Democrat Senator Jack Reed,2.3649749531074298e-11,1.5984468215260346e-10,7.432345704245524e-13,4.8788431339273905e-11
Democratic strength,1.6320065319664675e-05,0.0001346800950796,4.992724609191316e-07,4.163472831349006e-05
Democrats,0.15253861636738292,0.9960126876831056,0.000122767931316,0.3211485126742401
Deputy Director of Central Intelligence,0.000162794210694689,0.0010496288202787,1.6883965690751603e-09,0.00035918953075307614
Derek St. Holmes,8.74435244992599e-11,4.5210790888129214e-10,1.1467813993807604e-14,1.444814554602005e-10
Deutsch,2.425706209724667e-11,1.3206193782638e-10,7.699038702963891e-16,4.4308361237822566e-11
Didelphidae,1.0410891012269807e-12,1.0382564893135574e-11,1.5496161399768894e-17,3.282268712258745e-12
"Diexi Haizi, Mao'ergai, Songpan",1.3015923848655033e-41,9.30880394113121e-41,8.25365067766819e-47,2.9423922652483567e-41
Diocletian,1.923483003685483e-18,7.807052638774618e-18,6.45496064472852e-22,2.5576942182417195e-18
DirecTV,0.00040335358255391766,0.002005466548355,3.695281522701646e-06,0.0005996825787659304
Disney,0.24685362475574948,0.9990394711494446,0.0008245707140304,0.35154745240133883
Dissemination,0.03229442695154598,0.1229461356997489,1.057116492120258e-06,0.04732711988914363
Dissonance,5.036886829707242e-12,2.2868495659283907e-11,1.0994410347575913e-12,6.454221603126076e-12
"Donald Harty, president of Charisma Group Inc., a New York franchisee of Grand Metropolitan PLC's Burger King chain",1.8355818525486297e-69,1.5961574405876462e-68,1.231364599128417e-74,4.980351514971366e-69
Donoghue's,1.8720132332075482e-16,6.465259440671264e-16,1.924231635590273e-18,2.1121377581335054e-16
Douglas,0.15446045365625877,0.9717426300048828,6.10822212365747e-07,0.3345277204368721
"Dover AFB, Delaware",8.827097856996754e-07,8.20706486221355e-06,2.4125404034577337e-12,2.5774902129716022e-06
Dozin' at the Knick,4.986517018311564e-19,1.394252365989562e-18,2.278868083938704e-20,4.728966419185489e-19
Dr. Seuss,2.0266782040541438e-07,9.73186715365742e-07,3.829195705413073e-09,3.183512115113818e-07
"Dr. Toseland, a toxicologist",5.755807020517869e-23,2.7360113514706665e-22,4.049381929996274e-27,9.14823638847949e-23
DreamWorks Animation,1.2747807536687205e-06,1.04247904765661e-05,3.032763264881309e-10,3.2392383928870254e-06
Dublin,0.21129778015019834,0.8110172152519226,0.0002880829561036,0.31929542165188635
Dutch politician Pim Fortuyn,4.1891710764026955e-17,1.8131768435913014e-16,4.143063937059896e-20,6.698320890315235e-17
E.ON's chief operating officer,1.284400742575382e-15,1.2281949632969438e-14,4.669415752952516e-19,3.865288084871385e-15
EC,0.0003489235221877486,0.0028773071244359,3.875206402881304e-06,0.0008929003999926257
ECFA issues,9.547086082077442e-11,3.2687870065545576e-10,2.7556980680281488e-12,1.2379203708210672e-10
EEC/EC interior and justice ministers,3.0663624518836886e-15,3.066293424727073e-14,1.266829103920593e-28,9.696446944723694e-15
ELO Part II,1.1214326231190847e-10,5.7537564654415e-10,1.1977888386372968e-12,1.745752781266348e-10
ESR,3.887829904906157e-05,0.0003499670356199,1.1183293746186165e-08,0.00010948009092656893
"East of the Mississippi, the genre",4.875938121692815e-15,2.6391160259309836e-14,6.0370330812490745e-22,8.568639841822569e-15
Easter shopping,5.968533924380609e-06,2.8045533401018646e-05,2.7597386474306266e-08,9.199818163732985e-06
Ecuador's government,2.41857551691919e-08,1.527875287644189e-07,1.7818555960019104e-10,4.691734815245752e-08
"Edmonds, Mukilteo, and Seattle",6.174301519185327e-26,5.320673196010197e-25,2.5803733005438223e-29,1.6606527286366255e-25
Edward Cullen in the movie,1.6058945503019744e-08,1.602439799184169e-07,4.787489916438697e-14,5.0661496791666856e-08
Edwin Stanton of the United States Coastguard,1.992112992413835e-18,1.9138122725598938e-17,7.962284341052065e-23,6.025518157677383e-18
Egypt,0.6468674190808088,0.9967796206474304,0.0045476225204765,0.4079259959119588
Egyptian natural gas,8.844620503037607e-08,2.638326230464756e-07,3.1494446759780444e-09,9.595786793144906e-08
"Eiliv Austlid, represented by three of his children",1.6486318637170789e-40,5.754397994922397e-40,1.5665245819430769e-43,1.882675111345668e-40
El Mariachi,2.868573817381997e-06,2.823879058923908e-05,2.5209012297261397e-09,8.914296257429065e-06
El fogon de los gauchos,2.0497875253941212e-26,2.0488715752306795e-25,4.237115643898162e-34,6.478779371422024e-26
Eleven babies,0.00014216218383955115,0.0013389588816529,8.687950704031851e-11,0.0004206570012937186
Elgin enterprise,1.4847419379455674e-08,8.006183331686933e-08,6.113163907681023e-11,2.8176503041240656e-08
Elizabeth,0.2703010244178585,0.9570357799530028,0.0012630553683266,0.3920420731000941
Elizabeth of York,0.00011974825022034408,0.0004312349040383,4.814752339305863e-07,0.00016485880561403277
Emerson,0.10481005061810714,0.997982621192932,0.0001212570277857,0.31392291539464795
Emma Lazarus,2.1137093737483776e-07,8.714865982405412e-07,1.0414370868139442e-08,2.7647665527484656e-07
"Emmanuel's ""La Chica de Humo """,1.5457926410643157e-24,1.207433705025282e-23,4.2788168095978835e-28,3.7827440754628054e-24
Empress,0.10904332588961549,0.9262388348579408,2.832734571711626e-05,0.2888686521317109
England,0.08665091958537226,0.4371903836727142,0.0004699302662629,0.14674656573609945
England and Germany,4.89309438099078e-05,0.0004772197895194,5.554078317247299e-09,0.00015050182728159204
England and Wales,0.0005271151920750265,0.0020549879444153,3.843105299389992e-08,0.0007267829052718576
England coach Fabio Capello,8.545618325268838e-14,4.567912378031882e-13,1.2400043313012135e-16,1.483372507946189e-13
England coach Martin Johnson,1.0710322513510433e-09,6.3045394537323155e-09,4.487073690504867e-14,1.930205899612918e-09
"Entei, along with its counterparts Raikou and Suicune",3.829468844237902e-40,1.6835395492942768e-39,1.5201660567972026e-42,6.0147107279177605e-40
Entrena,1.3059301488991955e-06,8.902958750460603e-06,4.423147131483763e-11,2.7670723824784814e-06
Ephesian Artemis Artemis,3.069217398578028e-20,1.9347543406883026e-19,1.5290688429361794e-24,6.688015707707811e-20
Epiphanius,1.9624066746991084e-15,1.8203071218840444e-14,5.6798511351376564e-18,5.708099299564461e-15
Ergophobia,4.559589221849536e-11,1.0400596353755012e-10,1.7746953166033096e-12,3.567366924388191e-11
"Eric Mink, writing for the New York Daily News",1.9881666330122933e-17,9.472613518489446e-17,2.917712819274592e-19,3.242932072501425e-17
Erwin Ringel,8.311254970760432e-09,6.020324997503976e-08,7.504205781234359e-12,1.9391804626792737e-08
Esme in The Slippery Slope,6.499915616485432e-17,1.6071308053917286e-16,6.397282703049301e-18,6.274589273860689e-17
Espacenet,4.246878596595215e-10,1.6754868115866495e-09,4.054407991797374e-12,5.705844034599313e-10
Esperstedt,1.7707304365588193e-15,1.536917133739919e-14,1.1493836672068565e-18,4.79659454431037e-15
Essen,0.0013917819020661981,0.010994829237461,5.035795311414404e-06,0.00344982886769897
Estadio Jose Duarte de Paiva,2.1697102424519166e-14,1.2522786681413788e-13,3.1494561470289324e-20,4.266875956849859e-14
Ethel,0.00038734830031895073,0.0015079051954671,1.576554677740205e-05,0.0004982127270888924
Ethel Merman,1.146015625163208e-06,5.02073832572345e-06,1.919835806281345e-08,1.4232850211660811e-06
Ethiopia,0.11162996286293489,0.893036961555481,2.2747903130948544e-05,0.27840835199083713
"Eurasia east to Western Siberia, south to Algeria and on the Atlantic islands",3.5794333076357726e-31,3.5154443570397214e-30,1.8857522782261734e-37,1.1095126092884443e-30
Europe,0.017555896363410244,0.1067541316151619,3.778638711082749e-05,0.034121251667505605
"Europe's governing volleyball body, the Confederation Europeenne de Volleyball",8.433096352225662e-26,6.244802498585626e-25,2.2780469756882572e-31,1.9379567041238214e-25
European Central Bank chief Jean-Claude Trichet,3.992774901941811e-18,3.9898883089618525e-17,7.277636079097922e-25,1.261612144070174e-17
European and Turkish firms,1.31479770458318e-08,7.608010232327657e-08,2.1802681284986994e-13,2.7049281952893202e-08
European investors,0.0014945928412458012,0.0114079885861095,3.3681152897184854e-06,0.003529327655436965
European private-equity group GMT Communications Partners,1.2142877956539465e-21,5.5581001560327865e-21,3.5330292432067004e-25,1.8749149566862572e-21
Eusebius,1.5061239177297405e-10,4.899955654773156e-10,1.2098558449042498e-12,1.9543467738861286e-10
"Even more of a coincidence, the house that the Knights club arranged for Li Yan",6.922582934904671e-46,3.505140908689363e-45,6.6139714488814895e-56,1.3740496823599888e-45
Eversel,1.071590019650222e-08,4.5624716503775726e-08,6.610176629849075e-10,1.3080342451016312e-08
Everybody,0.02544483956316975,0.0832850188016891,2.432502697047312e-05,0.028906833694309193
Everything,0.015957502319361043,0.0463574156165123,5.914751091040671e-05,0.01824862730739901
Everything Must Go,5.303353547879189e-08,4.816027094902362e-07,9.979876779266635e-10,1.5063309384444258e-07
Excello,1.5517252367454413e-06,5.458739793731335e-06,1.1952150312574919e-09,1.8001374236126674e-06
FBI Special Agent Emma Hollis,4.356047108498667e-15,3.3792261889505556e-14,1.2540174789985079e-17,1.0435637603748638e-14
FBI agents,0.01000861393090759,0.0616880621463922,2.512500780052496e-05,0.01895669295140312
FEMSA,2.2492642821963263e-08,8.435912877368984e-08,2.7105011589112503e-09,2.6608437262687055e-08
FFA spokesman Rod Allen,1.8477163933144406e-17,1.368320696409255e-16,3.4063848882492335e-19,4.216745479838106e-17
FINA,0.0012146911138802465,0.0085071721017447,3.819802325289671e-05,0.0025979463698819296
Faber,0.0019705967972185852,0.0093080028891563,1.9422777768340893e-06,0.0035117220343295775
Fabricio Coloccini,1.1099839436242451e-20,5.82277944379406e-20,3.7408175740923114e-23,1.96558065539991e-20
Factories,0.021894093133596422,0.0999480634927749,7.017430471023545e-05,0.040344616938895767
Fairfax Public Access (FPA),2.7083514826281884e-14,2.7003138572890953e-13,6.100893619449296e-20,8.536327163378398e-14
Farrell,0.0004116464269941152,0.0007637171656824,8.636981192466919e-07,0.00024735318708887815
Farro salad,3.422114344239432e-11,2.66593313407951e-10,1.3777484288330866e-15,8.389986254174615e-11
Farwell,2.5483104265046967e-06,1.0345560383549714e-05,3.4779765126062265e-08,3.0952005151994304e-06
Favoured habitats,7.181508769732222e-06,2.3188559782312134e-05,4.918381666988063e-07,8.227539627743937e-06
Faxanadu,1.2524353759611575e-15,5.0845428319079065e-15,3.925838729512392e-17,1.5004714776854656e-15
February,0.04877820659603454,0.1713999360799789,0.0001496029144618,0.06593828645898182
Federal NDP leadership candidate Brian Topp,1.028964964249508e-13,5.664673565019903e-13,1.1047302740249156e-21,2.1803269105950546e-13
Fermi,0.0001771076818222513,0.0007878608388841,7.747232871812171e-06,0.0002478217196108583
Ferrari,0.16549737713357893,0.7582007646560669,0.0002430546737741,0.25172399329057954
Figueroa-Feliciano,1.6150402490358e-20,1.1861531115346692e-19,2.6187823373650615e-23,3.711611699299513e-20
Filoviridae,2.866553312992973e-17,9.884015521553756e-17,1.0258052378823597e-18,3.2602195359181e-17
Final assembly production,2.9660257647688995e-07,1.936860473509681e-06,3.065162053965392e-10,6.042368628100603e-07
Fink,4.537812502201922e-06,1.014504344694616e-05,2.823182244473256e-07,3.405149954451273e-06
Florida law,0.0009312099718520822,0.0062969990463764,1.9330739530831084e-08,0.0019608078377439174
Food,0.13888634778559203,0.5674168467521667,0.0270206164568662,0.1706137599804999
Fordham Essex,9.801884478583587e-10,4.322979239245761e-09,1.7506484013092653e-12,1.4141772853770386e-09
Foreign rights groups,3.1162257070192835e-07,6.793097029769702e-07,6.122550453975446e-09,2.571515984340932e-07
"Former Democratic fund-raiser Thomas M. Gaubert, whose savings and loan was wrested from his control by federal thrift regulators",8.468949426200878e-79,5.999290486276013e-78,2.3324134454055848e-82,1.9081218734810633e-78
Former immigration minister Judy Sgro,8.616419829151105e-16,8.117962717809587e-15,1.0770222720698456e-19,2.5517742881548942e-15
Fort King,3.052191646422429e-05,0.0001965993902534,1.7969167633134238e-07,6.226789328776339e-05
"Fortabat, whose marriage to Magdalena Corti Maderna ended in divorce",7.859934842653733e-48,3.905452682139229e-47,4.618964777582134e-49,1.2001770644531673e-47
Fossils,0.29873119015246624,0.8369308114051819,0.0203502755612134,0.3357191397205353
Four days later,0.0004034395793832188,0.0038542917011996,1.495348407003304e-07,0.001212865540908259
Frame,0.0944389684067573,0.5590453743934631,0.0005445802817121,0.16958166224238994
France,0.07715124122332775,0.5713866353034973,0.0015200213529169,0.17534391171560534
France and Germany,5.3562558944331804e-05,0.0001992126500335,4.8467872936525273e-08,8.065775079014536e-05
Frank Francisco,2.540146850140014e-07,9.421027180988704e-07,4.7004064111517885e-08,3.209059770084822e-07
Frankfurt,0.013290141383185928,0.0713401064276695,6.471278902608901e-05,0.02206127598570259
Fredrik Hogberg,2.139381947851823e-07,1.1086205943337922e-06,5.133583885324199e-11,3.7447045172944607e-07
French riders,0.002109167008315917,0.0093312950860457,1.092301734410931e-07,0.003157056651099306
Frequent clashes between the two European powerhouses over multi-billion-euro (dollar) bailout packages for Greece and then the wider eurozone,2.5517848852225273e-62,2.5363714958413327e-61,1.877548642539129e-67,8.01538994823506e-62
Friday,0.10018933408755397,0.3918748497962951,4.124667975702323e-05,0.12860828105010255
Friday prayers,0.005746550562481899,0.0143952816545831,4.886146623078389e-05,0.005420452882906223
Friday's sell-off,4.2833703010695405e-13,3.721803940865223e-12,9.684740670327676e-18,1.1597882470203206e-12
Friesian imported from Germany and Holland,2.973643043689115e-19,8.641176095075098e-19,6.252823324398175e-21,2.657130515349126e-19
"Front Line member Eric Young in the main event, which he lost after Young pinned him following a Death Valley driver",5.025405925988838e-51,4.617325128690837e-50,4.477577876142267e-58,1.4467241882376255e-50
